fraction,approx_annotators,KL_mean,KL_std,Hp_mean,Hq_mean
1.0,50,0.3275196850299835,0.7466345429420471,0.2124379277229309,0.3553388714790344
0.8,40,0.32651183009147644,0.7433832287788391,0.20605707168579102,0.3553388714790344
0.6,30,0.33750006556510925,0.7562234997749329,0.20183105766773224,0.3553388714790344
0.4,20,0.35132893919944763,0.7669386863708496,0.19230596721172333,0.3553388714790344
0.2,10,0.3562842011451721,0.7920961380004883,0.17269359529018402,0.3553388714790344
0.1,5,0.3863266706466675,0.8622276186943054,0.13993419706821442,0.3553388714790344
